시설명,시설주소,X,Y
헬렌의집장애인단기보호시설,서울특별시 구로구 구로중앙로27나길 18,189829.59564075916,544163.1586515072
로사리아공동생활가정,서울특별시 강서구 초록마을로24길 7-8,186816.63610321176,548802.1006984463
우리집주간보호,서울특별시 강서구 양천로47길 70-6,185648.61335545822,552658.545453965
꿈손단기거주시설,서울특별시 강북구 인수봉로61길12-4,201134.60556124148,559881.0699702939
금천구수어통역센터,서울특별시 금천구 시흥대로147길 30-15,190818.40430708084,541709.8967258584
시각장애인주간보호센터,서울특별시 중구 퇴계로20길 41-11,198833.22248413623,551027.3456887741
동대문구수어통역센터,서울특별시 동대문구 청계천로 521,203009.4404360279,552475.2627340952
샬롬의 집,서울특별시 강서구 방화대로7가길 11,183715.27344283476,550834.5821922034
디딤돌공동생활가정,서울특별시 도봉구 우이천로 446-11,201520.62335094105,561536.8775998132
역삼주간보호센터,서울특별시 강남구 테헤란로8길 36,202816.04006160627,544115.1797508124
신망애공동생활가정,서울특별시 강남구 도산대로50길 33-3,203362.43299638692,546752.1391978422
서로함께공동생활가정,서울특별시 강남구 선릉로146길 27-4,203750.38113661073,546953.0592271035
똘레랑스,서울특별시 은평구 연서로21길 31-0,192441.7783008606,557319.9612566328
마로니에공동생활가정,서울특별시 종로구 혜화로12길 20-10,200040.68883611634,554456.6177955887
영락주간보호센터,서울특별시 중구 수표로 33,199008.56459476924,551540.7320737742
성모주간보호센터,서울특별시 성동구 독서당로44길 25,201823.02799492533,549482.4439831662
지앤지주간보호센터,서울특별시 도봉구 삼양로 574-44,201233.77932564978,561638.8518236973
동문장애인복지관,서울특별시 동대문구 장안벚꽃로 7길 5,206465.10110448737,553744.4026574803
성민그룹홈,서울특별시 도봉구 우이천로47길 10,201353.71739663417,561704.5100325723
파란마음주간보호센터,서울특별시 중구 다산로22길 11,201151.93289508554,550905.6895199053
구립용산장애인복지관,서울특별시 용산구 효창원로93길 49,196621.8743080364,549771.6880012645
서초구립한우리정보문화센터,서울특별시 서초구 남부순환로340길 15,202199.68211771295,542522.4326913542
다니엘의집4호,서울특별시 강남구 도산대로4길 18-6,201857.31826743303,546190.8920322717
행복한 집,서울특별시 마포구 성미산로 165-5,193334.11471455006,551711.1739878356
성민복지관,서울특별시 노원구 노원로32길 30-3,206108.06733468352,561801.4721047826
기쁜우리복지관,서울특별시 강서구 허준로 65,186651.52069523,552197.9334790496
강북장애인종합복지관,서울특별시 강북구 오현로 189 강북장애인종합복지관,203449.09886797532,558791.5486644526
삼성소리샘복지관,서울특별시 동작구 양녕로30길 19-4,195218.82413478597,544407.7949282553
서울시립뇌성마비복지관,서울특별시 노원구 덕릉로70가길 96,205009.5387691672,560303.4915635223
서울시립상이군경복지관,서울특별시 노원구 덕릉로70가길 73-0,205127.1076071125,560301.5546154735
서울장애인종합복지관보호작업장,서울특별시 강동구 고덕로 201,213108.39034659293,550678.8718979873
성동장애인종합복지관,서울특별시 성동구 청계천로 506-0,202973.9579863982,552316.1147844904
성북시각장애인복지관,서울특별시 성북구 동소문로25가길 20성북시각장애인복지관,201696.90519676675,555088.7059061094
실로암주간보호센터,서울특별시 관악구 조원로 127-2,192614.1741877267,542900.9635734907
에덴장애인종합복지관,서울특별시 구로구 고척로21가길 84-35,185963.86587457207,544649.3222482973
정립회관,서울특별시 광진구 워커힐로 93,208627.92921028627,550146.9806368324
한국시각장애인복지관,서울특별시 강동구 구천면로 645,214935.85416385077,550174.450954119
양천해누리복지관,서울특별시 양천구 목동동로 159,188504.14111417247,546719.2939393272
실로암시각장애인복지관,서울특별시 관악구 남부순환로 1717,194795.1346672426,542621.3149627262
서부장애인종합복지관,서울특별시 은평구 갈현로11길 30,191771.78005402477,556237.133218867
서대문장애인종합복지관,서울특별시 서대문구 북아현로 24,196203.39212514376,551106.3116215856
해나무일터,서울특별시 구로구 남부순환로 105라길 25-10,190316.88151611897,542464.1983665512
장애인주간보호센터청락원,서울특별시 금천구 금하로29길 36,192368.2477160195,539111.8375124037
사랑의복지관,서울특별시 서초구 강남대로65길 19,202121.4186263186,544489.5659935212
하상장애인복지관,서울특별시 강남구 개포로 613,206636.03868861997,543674.3661908386
희망의학교,서울특별시 광진구 천호대로 622,207633.05806832298,550500.6806658284
라파엘의집,서울특별시 종로구 필운대로2길 16,197332.08762191312,553253.785563191
다운인의 집,서울특별시 노원구 노원로1길 21,207517.10076547295,557986.9035093061
장애인공동생활가정다움이네집,서울특별시 동작구 양녕로22마길 90,195298.314761214,544399.270230839
사랑의가족,서울특별시 서초구 사임당로20길 16,201863.55909189122,543311.7774250495
사랑의그룹홈,서울특별시 서초구 효령로23길 61,199341.0191440238,542616.5513540806
성북그룹홈1호,서울특별시 성북구 개운사길 60-39,202671.09205518712,554516.7596724967
성북그룹홈2호,서울특별시 성북구 보국문로6길 5-11,201010.6340983052,556325.7210228589
사랑손공동생활가정소라네,서울특별시 동작구 대방동2길 36,193609.13220524933,544831.6364468058
아름다운집,서울특별시 노원구 공릉로62길 8,206370.38342946564,559552.4490280563
아이비해솔그룹홈,서울특별시 강동구 양재대로110길 15-5,212402.2345171746,548481.6855266806
아이비한울그룹홈,서울특별시 강동구 양재대로124길 67-14,212926.53627271383,549281.7432901555
아이비잎새그룹홈,서울특별시 강동구 양재대로135길 5-1,212647.2615182515,549886.0440870669
사랑손공동생활가정연희네,서울특별시 동작구 국사봉길 178,194178.94930799422,543793.2560988748
임마누엘관악1공동체공동생활가정,서울특별시 관악구 조원중앙로 44-32,191791.14493405557,542622.9019134621
임마누엘등촌공동체,서울특별시 강서구 공항대로39길 74,186293.5431940204,551224.7799300337
임마누엘영등포공동체,서울특별시 영등포구 영신로8길 9,192038.15388124067,545994.9619545392
충현의집1호,서울특별시 강남구 삼성로57길 33-1,205168.12683955496,544199.8255891621
충현의집2호,서울특별시 강남구 학동로42길 55-10,203320.73789347973,545834.4234235485
충현의집3호,서울특별시 서초구 동산로12길 20,204039.03167961966,541267.762990874
충현의집4호,서울특별시 강남구 선릉로146길 27-4,203750.38113661073,546953.0592271035
충현의집5호,서울특별시 강남구 삼성로147길 16-10,204114.0613328563,546943.2756185612
충현의집6호,서울특별시 강남구 삼성로67길 8-7,205156.42746291956,544656.9519232647
한마음1호공동생활가정,서울특별시 은평구 통일로89길 5-7,192877.3051760742,558301.4654958885
기쁜우리체육센터,서울특별시 강서구 허준로 65,186651.52069523,552197.9334790496
서부재활체육센터,서울특별시 은평구 갈현로11길 30,191771.78005402477,556237.133218867
에스알씨(SRC)부설의원,서울특별시 관악구 보라매로 44,193581.60037688515,543745.9153387756
서울재활병원,서울특별시 은평구 갈현로11길 30-0,191771.78005402477,556237.133218867
도봉장애인보호작업시설,서울특별시 도봉구 마들로 664-17,204182.97029786682,563329.7304303336
마라보호작업장,서울특별시 송파구 송이로34길 43-1,211396.31713275888,542794.177748043
성지보호작업장,서울특별시 강동구 동남로85길 15,213773.11344597786,551314.1028483503
아이비장애인보호작업장,서울특별시 강동구 구천면로39길 12,211653.88054763072,549585.9552451582
은평보호작업장,서울특별시 은평구 갈현로11길 30,191771.78005402477,556237.133218867
하은장애인보호작업장,서울특별시 양천구 목동동로8길 9,188570.53896410513,546499.8130836562
EM실천,서울특별시 금천구 서부샛길 648,189038.0576953534,542424.8403789338
꿈자람터장애인주간보호센터,서울특별시 강서구 공항대로43길 104,186896.09211261157,551262.9085388207
서울시립노원시각장애인복지관,서울특별시 노원구 덕릉로70가길 98,205009.5387691672,560303.4915635223
늘푸른마을,서울특별시 강서구 까치산로22길 38,186965.35398690056,549855.9878650266
효명장애인보호작업시설,서울특별시 송파구 올림픽로 269,208905.83875467756,546113.077416445
서리풀주간이용센터,서울특별시 서초구 남부순환로340길 15,202199.68211771295,542522.4326913542
동작구수어통역센터,서울특별시 동작구 만양로3길 14,195309.7476508216,545402.088187533
종로구수어통역센터,서울특별시 종로구 종로 17길 8,199024.40368721227,552349.2355822579
양천구수어통역센터,서울특별시 양천구 목동중앙북로 68,188572.63430039812,549682.6332013961
성락주간보호,서울특별시 영등포구 도림로 304,191426.25159473653,545050.6014794146
계명원,서울특별시 마포구 동교로 55-10,191906.03508836124,550470.7506341515
열린마음하나,서울특별시 강서구 초록마을로16길 20,186702.94741953432,549086.0341792672
삼성그룹홈1호,서울특별시 동작구 양녕로 22마길 90,195298.314761214,544399.270230839
민들레쉼터장애인주간보호시설,서울특별시 구로구 가마산로 231,189921.5217465902,543991.049996181
드림하우스,서울특별시 양천구 곰달래로10길 19-1,185622.61422570495,547674.831925292
선한복지센터,서울특별시 강동구 양재대로91길 62,211752.0567914175,547714.1692658134
사랑나눔강동,서울특별시 강동구 양재대로112길 86,212766.86041918036,548476.1887461814
하나렘넌트장애인주간보호센터,서울특별시 마포구 월드컵로13길 19-13,191997.292366188,550641.7172292868
위드그룹홈,서울특별시 은평구 갈현로15길 11-13,191997.05625991913,556359.4003607753
서울시농아노인지원센터,서울특별시 용산구 원효로89길 33,197102.28275721462,549027.2217946205
디딤돌주간보호센터,서울특별시 동작구 대방동7길 57,193365.9381446202,544678.8420488851
구립강서구직업재활센터,서울특별시 강서구 허준로 95-9,186907.08405840432,551997.3472747193
작은숨골공동생활가정,서울특별시 서대문구 연희로41가길 103-7,194143.42720730725,554904.5493854502
서울시립미래형장애인직업재활시설그린내,서울특별시 서대문구 명지2길 14-0,193629.09387139516,553725.0066679948
논현제2공동생활가정,서울특별시 강남구 논현로113길 38-1,202667.29005522237,545364.6900297331
포도원복지센터,서울특별시 은평구 갈현로41길 48,192334.73481890946,558530.2440564308
마포구수어통역센터,서울특별시 마포구 월드컵로 213,191234.82264023868,551772.4036658434
메타아카데미주간보호센터,서울특별시 강동구 양재대로121길 25,212376.46160692026,549235.5671211637
하나인장애인주간보호센터,서울특별시 광진구 능동로59길 14,207501.88769013673,552160.2360621993
희망일터,서울특별시 광진구 천호대로 622,207633.05806832298,550500.6806658284
서울시립미래형장애인직업재활시설굿윌스토어,서울특별시 송파구 마천로 226,212617.65643354828,544556.8290635409
소망의집,서울특별시 송파구 백제고분로 32길 32-1,208354.7243569316,544459.8489309126
사랑의집,서울특별시 송파구 오금로64나길 11-1,213148.52727840468,543599.0199281093
희망을긷는샘,서울특별시 강북구 삼양로163길 31-5,201031.92662360377,562107.5238182732
내일을 꿈꾸는 사람들,서울특별시 노원구 동일로237바길 11-8,204430.48352216257,563828.0171483974
로뎀나무,서울특별시 강서구 까치산로18나길 36,186706.32481190248,549606.1529665565
빛가람장애인시설,서울특별시 은평구 대서문길 36,195428.03425585476,561760.879692858
아름드리주간보호센터,서울특별시 동대문구 한천로58길 107,206198.37809790668,555755.1285748712
로뎀하우스,서울특별시 강서구 공항대로45가길 29,187066.82444472236,550846.8668237033
구립송파구장애인보호작업장,서울특별시 송파구 양산로 5,212628.75537761964,543395.8744370412
바우뫼주간보호센터,서울특별시 서초구 바우뫼로 43,202378.18668458206,541369.785870427
맑은샘장애인주간보호시설,서울특별시 양천구 신월로 192,186233.96971556154,546686.7595840219
다솜센터(시립서대문장애인단기보호센터),서울특별시 서대문구 증가로4길 58-16,193685.12573525755,553094.1377318125
보라매보호작업장,서울특별시 금천구 가산디지털2로 136,189355.17232786934,542302.3988958771
시립중랑장애인단기거주시설 행복누리,서울특별시 중랑구 겸재로61길 81,208338.50257504746,554916.0628438548
드림장애인보호작업장,서울특별시 양천구 지양로 7,185655.81438623441,546450.0673295396
갑을충의장애인공동생활가정,서울특별시 관악구 난우16길 13-3,192719.98477382807,542018.2478331035
행복한나무,서울특별시 영등포구 양산로 96,190592.38879985968,547151.6966954564
갑을장애인직업휴먼센터,서울특별시 관악구 난우16길 13-7,192736.59926590667,542032.0733732546
우리마포보호작업장,서울특별시 마포구 신촌로26길 10,194891.74029240635,550704.4274232584
송파위더스,서울특별시 송파구 성내천로 333,213909.30570074613,543554.7292851439
렘넌트주간보호센터,서울특별시 송파구 동남로 303-8,212145.7418730393,544821.9417560323
우리마포장애인주간이용센터,서울특별시 마포구 신촌로26길 10,194891.74029240635,550704.4274232584
해누리하우스,서울특별시 양천구 곰달래로3길 24-12,185235.3755048169,548082.3041129749
사랑나눔송파,서울특별시 송파구 성내천로42길 11,213537.3834244094,544074.269344967
유일장애인공동생활가정,서울특별시 도봉구 도봉로133길 14,203431.08792456303,561993.773358206
효정,서울특별시 강북구 삼양로77길 38,201427.13730863325,558875.150178571
한다솜장애인공동생활가정,서울특별시 강동구 아리수로74길 31-0,214219.5685000524,551326.7755161502
다사랑(대한정신보건가족협회),서울특별시 강서구 개화동로7길 3-16,182262.97025188274,553479.9499625026
프란치스코의집 단기거주시설,서울특별시 강북구 노해로23길 88-18,201719.89842298353,560847.2144148231
광진구수어통역센터,서울특별시 광진구 아차산로 417,207859.6429935364,548736.4485380081
초록등대장애인보호작업장,서울특별시 강서구 송정로1길 19,183320.30209225745,550778.0070563842
강동구수어통역센터,서울특별시 강동구 성내로 52,211108.88868745472,547651.0430061929
강서나누리센터,서울특별시 강서구 공항대로7가길 21-3,183566.45738601906,551485.3470837328
구립서대문장애인공동생활가정,서울특별시 서대문구 연희로41나길 5-6,194133.59361131917,554736.3527132218
갑을장애인주간보호센터,서울특별시 관악구 난우16길 13-7,192736.59926590667,542032.0733732546
군자작은예수의집,서울특별시 광진구 자양로35길 7-7,207653.743093077,549695.5364352542
종로장애인복지관,서울특별시 종로구 자하문로 89,197334.21846062774,553837.4960558093
꿈터장애인주간보호센터,서울특별시 관악구 쑥고개로13길24,195055.02363044015,542354.3555415602
함재보호작업장,서울특별시 송파구 송파대로 412,209606.15474621582,544967.4899135259
센터봄,서울특별시 강동구 천호대로 1210,212881.74635154926,548387.4756663828
동천하우스6,서울특별시 노원구 한글비석로50길 12,205901.09008867232,562813.4409801392
덕유린장애인단기보호센터,서울특별시 종로구 지봉로12가길 49,201514.2552671748,552821.006022657
성산푸른초장단기보호시설,서울특별시 강서구 양천로30길 14,184324.1778714474,552569.5638499942
성산푸른초장주간보호시설,서울특별시 강서구 양천로30길 14,184324.1778714474,552569.5638499942
보라향그룹홈,서울특별시 은평구 갈현로15길 11-13,191997.05625991913,556359.4003607753
열린마음,서울특별시 강서구 초록마을로34길61,186299.26567541723,548779.6521780629
늘푸름보호작업장,서울특별시 구로구 부일로1나길38,183795.097402504,543736.4611452676
희망일굼터,서울특별시 양천구 신정로267,186793.33010635118,545874.6433075848
강서뇌성마비 주간보호,서울특별시 강서구 방화대로45길 69,183443.7192356667,552756.8691144062
내일을꿈꾸는사람들2호,서울특별시 노원구 동일로237다길 37,204624.3260316396,563959.2361937158
중증장애인다수고용사업장굿윌스토어밀알도봉점,서울특별시 도봉구 마들로 664-17,204182.97029786682,563329.7304303336
우리마포재활치료센터,서울특별시 마포구 신촌로26길10,194891.74029240635,550704.4274232584
서울특별시중구장애인복지관,서울특별시 중구 퇴계로 460,202014.22507551263,551728.7204146802
금천구립장애인보호작업장,서울특별시 금천구 한내로 69-15,189990.44385668956,539831.3364694681
너나울공동생활가정,서울특별시 강북구 인수봉로60가길 24-7,201289.03558007127,559665.0068521465
참사랑너나울주간보호센터,서울특별시 강북구 한천로143길 39,202041.68125869217,560095.0322430504
동문엔터프라이즈,서울특별시 동대문구 한천로 58-2,205535.4527028368,551909.2678058766
강서구희망센터,서울특별시 강서구 화곡로31길 25,186031.38392179034,549420.7222153513
늘푸른집,서울특별시 강서구 금낭화로26가길 130,183342.08387811424,553882.3690919705
하상점자도서관,서울특별시 강남구 개포로 613,206636.03868861997,543674.3661908386
광림주간보호센터,서울특별시 강남구 압구정로22길 21,202367.6300298289,547195.1803202523
빛나눔보호작업장,서울특별시 은평구 수색로 390-29,189863.33928883687,554615.7647395222
남산골주간보호센터,서울특별시 중구 퇴계로20길 41-11,198833.22248413623,551027.3456887741
영광시각장애인모바일점자도서관,서울특별시 서대문구 세검정로 78-19,195499.23141334546,555072.6279251041
강북장애인종합복지관주간보호시설,서울특별시 강북구 오현로 189,203445.9707334971,558799.3721216087
밀알그린보호작업장,서울특별시 강남구 밤고개로1길 34,209162.9462513509,543264.147494228
강남 행복의집,서울특별시 강남구 논현로117길 12-4,202775.98883375834,545603.9030451564
강동행복의집,서울특별시 강동구 양재대로135길5-1,212647.2615182515,549886.0440870669
도봉단기보호시설,서울특별시 도봉구 마들로 709,204099.20734507844,563761.1189192309
그린도봉주간보호센터,서울특별시 도봉구 도봉로 575,203417.6415457524,561862.4444009345
함께하네,서울특별시 도봉구 방학동 686-12,203506.12320488237,562813.9661784284
해피죤아동발달지원센터,서울특별시 강동구 상암로195,212741.71308313435,549693.8124145465
소망그룹홈4,서울특별시 강남구 언주로159길 21,202784.87314605,547218.2951060652
소망그룹홈3,서울특별시 강남구 언주로159길 21,202784.87314605,547218.2951060652
소망그룹홈2,서울특별시 강남구 언주로157길 22,202745.88606896158,547177.3832425555
루치아 공동생활가정,서울특별시 마포구 마포대로4라길41,195226.04164988938,548569.5749668529
맑은샘장애인단기거주시설,서울특별시 양천구 신월로192,186233.96971556154,546686.7595840219
여호와닛시의집,서울특별시 강서구 방화동로5길38-7,183270.359797789,551728.9373458066
서울곰두리체육센터,서울특별시 송파구 동남로 271,211688.48922897005,544735.7378695069
H2빌,서울특별시 강서구 금낭화로26가길 130-0,183342.08387811424,553882.3690919705
서울시각장애인생활이동지원센터,서울특별시 동작구 상도로 216-0,194926.03840741346,545065.8777950954
공감보호작업장,서울특별시 성동구 아차산로144,205266.86916342753,549290.3392172072
행복플러스보호작업장,서울특별시 성북구 화랑로134,204095.47913932163,556151.674531891
행복플러스 단기보호시설,서울특별시 성북구 화랑로134,204095.47913932163,556151.674531891
비움,서울특별시 송파구 삼전로3길3-25,207440.30239742002,544696.3383735693
장애인내일키움직업교육센터,서울특별시 서대문구 연희로33가길6-15,194206.66935034862,553120.7829965999
오뚜기직업재활센터,서울특별시 영등포구 영신로40길16,191427.8689615247,546851.6041156186
하늘아래주간보호시설,서울특별시 구로구 경인로23길8,186212.9010130427,544156.2771443137
하늘마음,서울특별시 중구 동호로11나길 35,200565.76788268835,550288.1689645001
오뚜기하우스,서울특별시 구로구 부일로871-16,184382.565899537,543764.8054520146
교남발달지원센터,서울특별시 강서구 까치산로22길 38,186965.35398690056,549855.9878650266
동천하우스7,서울특별시 도봉구 시루봉로17길47,202845.8315690294,563277.2632829718
동천하우스8,서울특별시 도봉구 시루봉로17길47,202845.8315690294,563277.2632829718
소망드림복지센터,서울특별시 강동구 양재대로116길,212667.72517682484,548745.6826068214
서울영동주간보호센터,서울특별시 강남구 논현로132길20,202851.13362716947,546165.7905082052
꿈터2장애인주간보호센터,서울특별시 관악구 쑥고개로13길24,195055.02363044015,542354.3555415602
예수와주간보호센터,서울특별시 강남구 압구정로22길21,202367.6300298289,547195.1803202523
행복을파는장사꾼,서울특별시 강서구 까치산로 134,186869.9518902819,549985.2397150843
성모자애단기거주시설미리암의집,서울특별시 강남구 헌릉로757길 35,210568.9483171037,541186.0524238386
희망하우스,서울특별시 광진구 능동로34길 102-5,207471.20925756067,550437.7918991824
참사랑 너나울 주간보호센터 2호,서울특별시 강북구 한천로143길 39,202041.68125869217,560095.0322430504
(주)의학신문사부설 아이맘인지발달연구소,서울특별시 광진구 동일로 357,206661.01277393074,551485.4863931438
예수성심우리엄마네,서울특별시 강북구 삼양로123길 14-19,201255.37133484954,560656.7057401595
다니엘의집5호,서울특별시 서초구 동산로12길 20,204039.03167961966,541267.762990874
논현제3공동생활가정,서울특별시 강남구 학동로18길 23-1,202459.95403497227,545782.5041695364
최종병기공동생활가정,서울특별시 서대문구 연희로41가길 103-13,194145.4788828299,554920.985389888
위투게더,서울특별시 송파구 성내천로 239,213650.20350858962,544419.0361627083
꿈드래장애인일자리센터,서울특별시 동대문구 장한로28가길 70,206446.1397390453,552956.5462250571
푸르메재단넥슨어린이재활병원,서울특별시 마포구 월드컵북로 494,189450.61964117235,553907.2265422475
푸르메스포츠센터,서울특별시 마포구 월드컵북로 494,189450.61964117235,553907.2265422475
마포푸르메직업재활센터,서울특별시 마포구 월드컵북로 494,189450.61964117235,553907.2265422475
래그랜느보호작업장,서울특별시 강남구 양재대로55길13,207739.0826444901,543586.695424098
휴샘아동가족발달센터,서울특별시 강서구 마곡중앙5로 81,183971.7954063512,551969.154159166
구립동대문장애인종합복지관,서울특별시 동대문구 청계천로 521,203009.4404360279,552475.2627340952
소망그룹홈1,서울특별시 강남구 언주로157길 22,202745.88606896158,547177.3832425555
sim 발달지원센터,서울특별시 광진구 천호대로136길 50,207946.71952149548,549795.0348187397
하이드림,서울특별시 구로구 고척로21다길34-7,186142.52214387362,544901.1087446761
행복단기보호시설,서울특별시 송파구 성내천로 271,213660.1622060007,544105.413213296
행복 보호작업장,서울특별시 송파구 성내천로 271,213660.1622060007,544105.413213296
SG블루웰,서울특별시 금천구 두산로 70,190764.75394305156,541069.5295236749
소울터보호작업장,서울특별시 금천구 범안로1138,190127.6181152518,540706.9564631048
교남공동생활가정2호,서울특별시 강서구 초록마을로19길 12,186908.2320605102,549014.4982222706
하사랑주간보호,서울특별시 송파구 올림픽로35길 124,208776.72091806558,546604.7036719518
한우리보호작업장,서울특별시 서초구 남부순환로340길 15,202199.68211771295,542522.4326913542
늘품 장애인 보호작업장,서울특별시 서대문구 홍은중앙로 105,195451.97749909578,555592.3371224625
행복한사랑,서울특별시 송파구 오금로 548,213239.42927688817,543699.6296728989
강남세움단기보호센터,서울특별시 강남구 광평로60길 22,209454.40127401057,543072.9208860333
관악구장애인종합복지관,서울특별시 관악구 남부순환로 1914,196625.23594297716,542000.4116698985
"효정1호,효정2호 공동생활가정",서울특별시 강북구 삼양로69길 42,201391.89705137486,558676.0845778738
동그라미 움직임 발달센터,서울특별시 광진구 자양로 135,207327.997438864,548927.9496196928
성동재활의원,서울특별시 성동구 뚝섬로1길 43,204151.08271335607,549545.7227142816
다니엘치료센터,서울특별시 서초구 헌릉로468길 21-16,208142.37070066461,540115.6482698756
도봉장애인종합복지관,서울특별시 도봉구 마들로664-23,204213.69159484236,563309.8121702969
행복이가득한집 2호,서울특별시 강서구 월정로18길 20,185848.19714048004,547756.2208507077
참행복한세상,서울특별시 강서구 양천로 424,186570.84283656665,551639.5352337738
베데스다직업적응훈련시설,서울특별시 노원구 공릉로58마길 27,206853.84844557883,559648.3971514218
참사랑공동생활가정,서울특별시 강북구 한천로144길 27,202309.7409972871,560292.5200786762
하계장애인주간활동센터,서울특별시 노원구 노원로16길 15,206561.95372611002,560355.5872684193
송파구장애인직업재활지원센터,서울특별시 송파구 양산로 5,212628.75537761964,543395.8744370412
구립중림장애인주간보호센터,서울특별시 중구 서소문로6길 16,197012.98168749732,551103.5281272905
사랑단기보호센터,서울특별시 동작구 남부순환로255길 8,197454.64519119982,541894.8683048949
더원직업훈련센터,서울특별시 동대문구 장한로 25,205813.00606499385,551589.3449269638
행복주간보호센터,서울특별시 송파구 마천로 89,211522.7882165875,545288.1796873921
해피하우스,서울특별시 송파구 오금로 548,213239.42927688817,543699.6296728989
동안우리주간보호센터,서울특별시 강동구 풍성로 146,211326.13212383474,547948.2508767567
헬렌켈러의집 2호,서울특별시 강북구 삼양로91가길 8,201397.30184130045,559656.1341434178
라파아동발달센터,서울특별시 강동구,212990.82780346836,550113.4121626316
아이사랑아동청소년발달센터,서울특별시 강동구 아리수로93길 33,215332.28755480386,551831.3013893868
홀트강동복지관,서울특별시 강동구 아리수로93길 41,215307.17023801658,551869.6127700905
직업재능개발센터,서울특별시 강동구 올림픽로588,211254.82425448805,550033.1537512719
성민드림주간보호센터,서울특별시 서초구 효령로26길 9-9,199607.2085248475,542322.3976136133
한결엠보호작업장,서울특별시 금천구 가산디지털1로 131,189592.20261240663,541959.0833007857
우리그룹홈,서울특별시 송파구 거마로3길 5,212716.78374966956,543854.8074688273
블루나래,서울특별시 구로구 디지털로 272,190664.75366596074,542566.7414930156
영광시각장애인주간보호센터,서울특별시 서대문구 세무서10길 54,195406.15940343135,554596.3148680681
두손장애인보호작업장,서울특별시 송파구 동남로6길 34-1,211070.33126232837,543106.3218833528
모두누리 직업재활센터,서울특별시 구로구 디지털로27길 24,190531.63927165768,542673.1728412828
기쁨나무,서울특별시 금천구 시흥대로80길 19,191220.0152410707,539969.4383201596
홀트주간보호센터,서울특별시 강동구 아리수로93길 41,215307.17023801658,551869.6127700905
주은공동생활가정,서울특별시 강서구 강서로5라길 138,187275.8538351605,547851.5604319588
은하수,서울특별시 구로구 고척로52마길 21-11,187124.39075771,544563.439442559
왕성밀알주간보호센터,서울특별시 관악구 신림로58길 8,193838.50791066067,542525.6867741212
행복한 사람들의 집,서울특별시 강북구 삼양로173가길 22,200993.79474471844,562509.8803263821
이음주간교육센터,서울특별시 강북구 한천로129길11,202622.4771492981,559748.0201297024
강남세움보호작업장,서울특별시 강남구 광평로60길22,209454.40127401057,543072.9208860333
킨더윌언어심리전문센터,서울특별시 노원구 상계로23다길 13-8,206102.43143114517,562240.5114555126
두빛나래보호작업장,서울특별시 성동구 성수일로 10,204663.78685407984,549740.1459098798
꿈친장애인주간보호센터,서울특별시 영등포구 은행로 55,193304.705051688,547886.2392902614
강남세움복지관,서울특별시 강남구 광평로60길 22,209454.40127401057,543072.9208860333
해피드림,서울특별시 양천구 월정로 22,186166.57741040122,546945.4064878824
선한이웃 재활운동발달센터,서울특별시 노원구 공릉로58길 112,206593.03591634615,559570.8699886493
양천희망돌봄센터,서울특별시 양천구 가로공원로 101,184731.83694411156,548505.0575997238
주사랑 장애인단기보호센터,서울특별시 금천구 독산로 165-1,191529.45858777623,540297.7267720932
강남세움근로사업장 굿윌스토어,서울특별시 강남구 광평로60길 22,209454.40127401057,543072.9208860333
강남세움 직업훈련센터,서울특별시 강남구 광평로60길 22,209454.40127401057,543072.9208860333
사랑손직업적응훈련시설,서울특별시 동작구 사당로 90,196663.79950338477,543585.9975312469
기쁨이꽃피는나무,서울특별시 금천구 시흥대로80길 19-11,191238.04221797019,540007.7318674464
두리하나다울,서울특별시 구로구 경인로53길 90,188960.4999818341,545027.2256486214
아해하제공동생활가정,서울특별시 강남구 헌릉로569길 46-6,208558.2303663159,540920.6505904184
은평구립우리장애인복지관,서울특별시 은평구 녹번로1길 13,193513.84711940718,556134.2764657746
누보,서울특별시 중구 충무로29,199331.11842198914,551582.3426117706
금천발달장애인주간보호센터,서울특별시 금천구 시흥대로73길 30,190940.93668095896,539736.2770347873
강서점자도서관,서울특별시 강서구 공항대로 206,185005.1758570608,551053.4977905493
소담,서울특별시 중랑구 상봉로 69,208228.99796503945,554732.1558025706
은평장애인주간보호센터,서울특별시 은평구 진흥로 87,193090.5663769094,556137.7926934122
40플러스 금곡행복쉼터 주간보호센터,서울특별시 강서구 방화대로45길 69,183443.7192356667,552756.8691144062
(사)한국농아인협회 수어통역센터 중앙지원본부,서울특별시 금천구 벚꽃로 234,189925.17877434567,541845.9778819502
꿈나래 아동발달센터,서울특별시 강동구 아리수로 427,215425.846136776,551727.7889636488
염리장애인주간보호센터,서울특별시 마포구 대흥로24길50,195359.05328747496,550572.2659704443
알라딘,서울특별시 강남구 밤고개로24길 40-6,209362.01132710613,541424.6285768714
스프링샤인,서울특별시 은평구 갈현로11길 30,191771.78005402477,556237.133218867
축복의통로장애인주간보호시설,서울특별시 은평구 은평로3길 10,192507.36486107612,555577.049610455
성북피해장애인쉼터,서울특별시 성북구 화랑로 134,204095.47913932163,556151.674531891
다은보호작업장,서울특별시 은평구 통일로71길 8,193472.14079941038,557152.9013916333
새론앞길,서울특별시 중랑구 신내역로111,209925.57766242218,557067.2048603853
함께주간보호센터,서울특별시 성동구 왕십리로24나길20,203122.9548074619,551591.9262996576
사람희망 금천장애인자립생활센터,서울특별시 금천구 독산로 70,191712.39444428275,539351.4948492455
