시설명,X,Y
휴샘아동가족발달센터,183971.7954063512,551969.154159166
구립동대문장애인종합복지관,203009.4404360279,552475.2627340952
소망그룹홈1,202745.88606896158,547177.3832425555
sim 발달지원센터,207946.71952149548,549795.0348187397
하이드림,186142.52214387362,544901.1087446761
행복단기보호시설,213660.1622060007,544105.413213296
행복 보호작업장,213660.1622060007,544105.413213296
SG블루웰,190764.75394305156,541069.5295236749
소울터보호작업장,190127.6181152518,540706.9564631048
교남공동생활가정2호,186908.2320605102,549014.4982222706
하사랑주간보호,208776.72091806558,546604.7036719518
한우리보호작업장,202199.68211771295,542522.4326913542
늘품 장애인 보호작업장,195451.97749909578,555592.3371224625
행복한사랑,213239.42927688817,543699.6296728989
강남세움단기보호센터,209454.40127401057,543072.9208860333
관악구장애인종합복지관,196625.23594297716,542000.4116698985
"효정1호,효정2호 공동생활가정",201391.89705137486,558676.0845778738
동그라미 움직임 발달센터,207327.997438864,548927.9496196928
성동재활의원,204151.08271335607,549545.7227142816
다니엘치료센터,208142.37070066461,540115.6482698756
도봉장애인종합복지관,204213.69159484236,563309.8121702969
행복이가득한집 2호,185848.19714048004,547756.2208507077
참행복한세상,186570.84283656665,551639.5352337738
베데스다직업적응훈련시설,206853.84844557883,559648.3971514218
참사랑공동생활가정,202309.7409972871,560292.5200786762
하계장애인주간활동센터,206561.95372611002,560355.5872684193
송파구장애인직업재활지원센터,212628.75537761964,543395.8744370412
구립중림장애인주간보호센터,197012.98168749732,551103.5281272905
사랑단기보호센터,197454.64519119982,541894.8683048949
더원직업훈련센터,205813.00606499385,551589.3449269638
행복주간보호센터,211522.7882165875,545288.1796873921
해피하우스,213239.42927688817,543699.6296728989
동안우리주간보호센터,211326.13212383474,547948.2508767567
헬렌켈러의집 2호,201397.30184130045,559656.1341434178
라파아동발달센터,212990.82780346836,550113.4121626316
아이사랑아동청소년발달센터,215332.28755480386,551831.3013893868
홀트강동복지관,215307.17023801658,551869.6127700905
직업재능개발센터,211254.82425448805,550033.1537512719
성민드림주간보호센터,199607.2085248475,542322.3976136133
한결엠보호작업장,189592.20261240663,541959.0833007857
우리그룹홈,212716.78374966956,543854.8074688273
블루나래,190664.75366596074,542566.7414930156
영광시각장애인주간보호센터,195406.15940343135,554596.3148680681
두손장애인보호작업장,211070.33126232837,543106.3218833528
모두누리 직업재활센터,190531.63927165768,542673.1728412828
기쁨나무,191220.0152410707,539969.4383201596
홀트주간보호센터,215307.17023801658,551869.6127700905
주은공동생활가정,187275.8538351605,547851.5604319588
은하수,187124.39075771,544563.439442559
왕성밀알주간보호센터,193838.50791066067,542525.6867741212
행복한 사람들의 집,200993.79474471844,562509.8803263821
이음주간교육센터,202622.4771492981,559748.0201297024
강남세움보호작업장,209454.40127401057,543072.9208860333
킨더윌언어심리전문센터,206102.43143114517,562240.5114555126
두빛나래보호작업장,204663.78685407984,549740.1459098798
꿈친장애인주간보호센터,193304.705051688,547886.2392902614
강남세움복지관,209454.40127401057,543072.9208860333
해피드림,186166.57741040122,546945.4064878824
선한이웃 재활운동발달센터,206593.03591634615,559570.8699886493
양천희망돌봄센터,184731.83694411156,548505.0575997238
주사랑 장애인단기보호센터,191529.45858777623,540297.7267720932
강남세움근로사업장 굿윌스토어,209454.40127401057,543072.9208860333
강남세움 직업훈련센터,209454.40127401057,543072.9208860333
사랑손직업적응훈련시설,196663.79950338477,543585.9975312469
기쁨이꽃피는나무,191238.04221797019,540007.7318674464
두리하나다울,188960.4999818341,545027.2256486214
아해하제공동생활가정,208558.2303663159,540920.6505904184
은평구립우리장애인복지관,193513.84711940718,556134.2764657746
누보,199331.11842198914,551582.3426117706
금천발달장애인주간보호센터,190940.93668095896,539736.2770347873
강서점자도서관,185005.1758570608,551053.4977905493
소담,208228.99796503945,554732.1558025706
은평장애인주간보호센터,193090.5663769094,556137.7926934122
40플러스 금곡행복쉼터 주간보호센터,183443.7192356667,552756.8691144062
(사)한국농아인협회 수어통역센터 중앙지원본부,189925.17877434567,541845.9778819502
꿈나래 아동발달센터,215425.846136776,551727.7889636488
염리장애인주간보호센터,195359.05328747496,550572.2659704443
알라딘,209362.01132710613,541424.6285768714
스프링샤인,191771.78005402477,556237.133218867
축복의통로장애인주간보호시설,192507.36486107612,555577.049610455
성북피해장애인쉼터,204095.47913932163,556151.674531891
다은보호작업장,193472.14079941038,557152.9013916333
새론앞길,209925.57766242218,557067.2048603853
함께주간보호센터,203122.9548074619,551591.9262996576
사람희망 금천장애인자립생활센터,191712.39444428275,539351.4948492455
해오름장애인자립생활센터,192618.94685086756,547472.3363207518
이음장애인자립생활센터,190434.41927097936,547463.9854558455
선한이웃재활운동발달센터,206593.03591634615,559570.8699886493
시설테스트1호,202797.37131140404,552129.8038270349
장애인자립생활주택(가형)-강동장애인자립생활센터,211500.144557338,550010.570650791
장애인자립생활주택(다형) 해뜨는양지,214848.4028086508,549648.0203388747
장애인자립생활주택(가형)-해뜨는양지,211241.91101838247,549734.8332199266
염리종합사회복지관 내 주간보호센터,195198.53686692214,549731.6449631687
행복이가득한집2호,185848.19714048004,547756.2208507077
공덕동행복주택 내 장애인주간보호센터,195579.2759917545,549693.3758823719
한아름,214026.12202356063,550916.8098483314
민들레울,191645.22311389583,556224.1630631211
다가옴,212109.43890959947,550560.6289142083
성동발달장애인평생교육센터,205154.7132924834,549802.544868152
동작발달장애인평생교육센터,197846.54739131295,542687.7242362534
관악구발달장애인평생교육센터,194150.28799914493,541501.5098507287
아이맘인지행동발달센터,206661.01277393074,551485.4863931438
누야하우스,191771.78005402477,556237.133218867
서울시그룹홈지원센터,204953.94660883606,544165.0452032064
꿈더하기지원센터,192664.93074497476,546010.4899330542
은평발달장애인평생교육센터,193283.0270443923,558270.6933237406
강남장애인가족지원센터,209007.44800674892,543178.961776354
Good Job 자립생활센터,202816.04006160627,544115.1797508124
양천구발달장애인평생교육센터,187251.10150082933,545929.3785751474
서대문 발달장애인평생교육센터,193667.9998610043,553201.1215843086
강남세움 발달장애인 평생교육센터,209454.40127401057,543072.9208860333
노원발달장애인평생교육센터,205372.2864197003,564799.7862565023
서대문장애인가족지원센터,195499.23141334546,555072.6279251041
용산구장애인가족지원센터,196951.44363248785,548795.555420829
종로발달장애인평생교육센터,199024.40368721227,552349.2355822579
영등포구 발달장애인평생교육센터,190574.6729201273,546760.8293713992
강남발달장애인평생교육센터,203464.24650948602,544540.571221397
도봉발달장애인 평생교육센터,204086.09521058522,563712.7539398248
용산구 발달장애인 평생교육센터,196951.44363248785,548795.555420829
서울서진학교,186768.20923399436,551756.799731419
서울도솔학교,203827.7681543409,565957.3914543724
서울나래학교,204566.66273724491,540486.8572539244
서울새롬학교,193581.60037688515,543745.9153387756
서울효정학교,201430.475172731,558612.8160684142
서울다원학교,199199.077306808,554950.5452862616
누리학교,193503.841376482,544505.9040803629
연세대학교재활학교,194654.63226522692,551686.6671269403
수도사랑의학교,196924.17087236204,552807.2534881358
은평대영학교,191771.7800540248,556237.133218867
서울동천학교,206471.52777337804,560533.6658801083
한빛맹학교,201385.5779752828,558720.5569916725
교남학교,186965.35398690056,549855.9878650266
서울경운학교,198917.59634011675,552809.3623749416
서울정민학교,206458.84540714213,559368.2968958464
광성하늘빛학교,210828.743240122,548685.2583231832
서울정인학교,201056.41008379185,559015.4852122597
서울정애학교,204797.91253126765,546098.7391533414
서울광진학교,208104.82908669516,548654.2533179575
한국육영학교,211717.587710041,542493.8710104348
한국구화학교,214049.0096889032,550982.9311206444
주몽학교,214460.54855805004,549643.8512172834
성베드로학교,184584.4890797296,543130.7244900328
서울애화학교,202533.70701276773,558404.1313239972
서울삼성학교,195218.824134786,544407.7949282553
밀알학교,207280.50230792465,542928.1180978386
다니엘학교,208142.3707006646,540115.6482698756
서울정문학교,192615.37624559773,540255.7841945197
서울정진학교,184252.86658767072,544315.2258901735
한국우진학교,191458.7634163454,552454.8937506928
서울농학교,197224.8704604719,553942.6381567209
서울맹학교,197133.4268241596,553915.1107632241
